candidate,city,date,event,lat,lng,state
Ben Carson,Ankeny,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",41.7318715,-93.6003837,IA
Ben Carson,Indianola,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",41.3580484,-93.5574376,IA
Ben Carson,Iowa City,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",41.6612561,-91.5299106,IA
Ben Carson,Mt. Pleasant,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",40.9635251,-91.5581584,IA
Ben Carson,Algona,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",43.0699663,-94.233019,IA
Ben Carson,Sioux Center,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",43.0796915,-96.1756717,IA
Ben Carson,West Des Moines,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",41.5645337,-93.7595281,IA
Ben Carson,Dubuque,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",42.5006217,-90.6647967,IA
Ben Carson,Manchester,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",42.484154,-91.4554252,IA
Ben Carson,Spencer,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",43.1413578,-95.1444393,IA
Ben Carson,Decorah,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",43.3033056,-91.7857092,IA
Ben Carson,Cedar Rapids,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",41.9758872,-91.6704053,IA
Mike Huckabee,Des Moines,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",41.5910641,-93.6037149,IA
Mike Huckabee,Altoona,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",41.6441557,-93.4646571,IA
Mike Huckabee,Harlan,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",41.6532994,-95.3250603,IA
Mike Huckabee,Carroll,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",42.0193628,-94.860335,IA
Mike Huckabee,Wall Lake,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",42.2710952,-95.093047,IA
Mike Huckabee,Cherokee,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",42.7247968,-95.6249803,IA
Mike Huckabee,Sioux City,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",42.4966815,-96.4058782,IA
Mike Huckabee,Le Mars,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",42.7941606,-96.1655456,IA
Mike Huckabee,Sioux Center,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",43.0796915,-96.1756717,IA
Mike Huckabee,Rock Valley,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",43.2052409,-96.2948429,IA
Mike Huckabee,Sheldon,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",43.1810844,-95.8561126,IA
Mike Huckabee,Spencer,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",43.1413578,-95.1444393,IA
Mike Huckabee,Spirit Lake,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",43.4221843,-95.1022169,IA
Mike Huckabee,Algona,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",43.0699663,-94.233019,IA
Mike Huckabee,Thompson,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",43.3713445,-93.7735556,IA
Mike Huckabee,Garner,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",43.1024603,-93.6018782,IA
Mike Huckabee,Clarion,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",42.7313392,-93.7322077,IA
Mike Huckabee,Dakota City,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",42.7221935,-94.1971835,IA
Mike Huckabee,Fort Dodge,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",42.4974694,-94.1680158,IA
Mike Huckabee,Reinbeck,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",42.323597,-92.5993614,IA
Mike Huckabee,Cedar Rapids,2016-02-01T00:00:00.000Z,"Campaign finance reform roundtable, Iowa renewable fuels summit",41.9758872,-91.6704053,IA
Hillary Clinton,Toledo,2016-02-01T00:00:00.000Z,Organizing events,41.9958519,-92.5790517,IA
Hillary Clinton,Burlington,2016-02-01T00:00:00.000Z,Organizing events,40.8075391,-91.1129234,IA
Hillary Clinton,Indianola,2016-02-01T00:00:00.000Z,Organizing events,41.3580484,-93.5574376,IA
Hillary Clinton,Vinton,2016-02-01T00:00:00.000Z,Organizing events,42.1686061,-92.023514,IA
Hillary Clinton,Iowa City,2016-02-01T00:00:00.000Z,Organizing events,41.6612561,-91.5299106,IA
Hillary Clinton,Clinton,2016-02-01T00:00:00.000Z,Organizing events,41.8444735,-90.1887379,IA
Hillary Clinton,Davenport,2016-02-01T00:00:00.000Z,Organizing events,41.5236436,-90.5776368,IA
Hillary Clinton,Cedar Rapids,2016-02-01T00:00:00.000Z,Organizing events,41.9758872,-91.6704053,IA
Hillary Clinton,Marion,2016-02-01T00:00:00.000Z,Organizing events,42.0341658,-91.5976773,IA
Hillary Clinton,North Liberty,2016-02-01T00:00:00.000Z,Organizing events,41.748868,-91.5972564,IA
Hillary Clinton,West Des Moines,2016-02-01T00:00:00.000Z,Organizing events,41.5645337,-93.7595281,IA
Hillary Clinton,Waukee,2016-02-01T00:00:00.000Z,Organizing events,41.6113712,-93.885707,IA
Hillary Clinton,Knoxville,2016-02-01T00:00:00.000Z,Organizing events,41.3208297,-93.1093708,IA
Hillary Clinton,Oskaloosa,2016-02-01T00:00:00.000Z,Organizing events,41.296395,-92.6443593,IA
Hillary Clinton,Des Moines,2016-02-01T00:00:00.000Z,Organizing events,41.5910641,-93.6037149,IA
Hillary Clinton,Decorah,2016-02-01T00:00:00.000Z,Organizing events,43.3033056,-91.7857092,IA
Hillary Clinton,Marshalltown,2016-02-01T00:00:00.000Z,Organizing events,42.0448121,-92.9103964,IA
Hillary Clinton,Adel,2016-02-01T00:00:00.000Z,Organizing events,41.6144325,-94.017453,IA
Hillary Clinton,Newton,2016-02-01T00:00:00.000Z,Organizing events,41.6997129,-93.0479756,IA
Hillary Clinton,Keokuk,2016-02-01T00:00:00.000Z,Organizing events,40.3972664,-91.384874,IA
Donald Trump,Milford,2016-02-02T00:00:00.000Z,Campaign rally,42.8353641,-71.6489604,NH
Ted Cruz,Windham,2016-02-02T00:00:00.000Z,Town hall,42.8006441,-71.304229,NH
Ted Cruz,Greenville,2016-02-02T00:00:00.000Z,Rally,34.851354,-82.3984882,SC
Donald Trump,Little Rock,2016-02-03T00:00:00.000Z,Campaign rally,34.7464809,-92.2895948,AR
Ben Carson,Washington,2016-02-03T00:00:00.000Z,Press conference on Iowa,38.8949549,-77.0366456,DC
Marco Rubio,Topeka,2016-02-04T00:00:00.000Z,rallies,39.0490111,-95.6775557,KS
Marco Rubio,Witchita,2016-02-04T00:00:00.000Z,rallies,37.68212525,-97.23081033,KS
Marco Rubio,Overland Park,2016-02-04T00:00:00.000Z,rallies,38.9822282,-94.6707917,KS
Donald Trump,Exeter,2016-02-04T00:00:00.000Z,Town hall; rally,42.981477,-70.9478343,NH
Donald Trump,Portsmouth,2016-02-04T00:00:00.000Z,Town hall; rally,43.0717552,-70.7625532,NH
Donald Trump,Manchester,2016-02-04T00:00:00.000Z,Town hall; rally,42.9956397,-71.4547891,NH
Donald Trump,Florence,2016-02-05T00:00:00.000Z,Campaign rally,34.1984435,-79.7671658,SC
Hillary Clinton,Nashua,2016-02-06T00:00:00.000Z,Organizing event; town halls; rallies,42.7653662,-71.467566,NH
Hillary Clinton,Hampton,2016-02-06T00:00:00.000Z,Organizing event; town halls; rallies,43.6148702,-71.63039594,NH
Hillary Clinton,Derry,2016-02-06T00:00:00.000Z,Organizing event; town halls; rallies,42.8808677,-71.3264492,NH
Hillary Clinton,Dover,2016-02-06T00:00:00.000Z,Organizing event; town halls; rallies,43.198057,-70.8739158,NH
Hillary Clinton,Manchester,2016-02-06T00:00:00.000Z,Organizing event; town halls; rallies,42.9956397,-71.4547891,NH
Hillary Clinton,Durham,2016-02-06T00:00:00.000Z,Organizing event; town halls; rallies,43.1340949,-70.9265127,NH
Hillary Clinton,Concord,2016-02-06T00:00:00.000Z,Organizing event; town halls; rallies,43.207106,-71.5370216,NH
Hillary Clinton,Henniker,2016-02-06T00:00:00.000Z,Organizing event; town halls; rallies,43.1798012,-71.822301,NH
Hillary Clinton,Portsmouth,2016-02-06T00:00:00.000Z,Organizing event; town halls; rallies,43.0717552,-70.7625532,NH
Hillary Clinton,Flint,2016-02-07T00:00:00.000Z,Town hall,43.0171773,-83.7236024,MI
Ben Carson,Nashua,2016-02-07T00:00:00.000Z,Business tour; church visit,42.7653662,-71.467566,NH
Ben Carson,Manchester,2016-02-07T00:00:00.000Z,Business tour; church visit,42.9956397,-71.4547891,NH
Ben Carson,Merrimack,2016-02-09T00:00:00.000Z,Election Day,42.8650864,-71.4934004,NH
Ben Carson,Manchester,2016-02-09T00:00:00.000Z,Election Day,42.9956397,-71.4547891,NH
Ben Carson,Bedford,2016-02-09T00:00:00.000Z,Election Day,42.9464737,-71.5159015,NH
Hillary Clinton,Manchester,2016-02-09T00:00:00.000Z,Town halls,42.9956397,-71.4547891,NH
Hillary Clinton,Hudson,2016-02-09T00:00:00.000Z,Town halls,42.7654433,-71.4397167,NH
Hillary Clinton,Nashua,2016-02-09T00:00:00.000Z,Town halls,42.7653662,-71.467566,NH
Hillary Clinton,Hooksett,2016-02-09T00:00:00.000Z,Town halls,43.0967495,-71.4650684,NH
Donald Trump,Manchester,2016-02-09T00:00:00.000Z,ABC News debate; rallies,42.9956397,-71.4547891,NH
Donald Trump,Plymouth,2016-02-09T00:00:00.000Z,ABC News debate; rallies,43.7570166,-71.6881337,NH
Donald Trump,Salem,2016-02-09T00:00:00.000Z,ABC News debate; rallies,42.7884226,-71.2008933,NH
Donald Trump,Londonderry,2016-02-09T00:00:00.000Z,ABC News debate; rallies,42.8650869,-71.3739532,NH
Jim Gilmore,Brentwood,2016-02-09T00:00:00.000Z,No trip details,42.9786981,-71.0728368,NH
Jim Gilmore,Ringe,2016-02-09T00:00:00.000Z,No trip details,42.8547641,-71.3340794,NH
Jim Gilmore,Concord,2016-02-09T00:00:00.000Z,No trip details,43.207106,-71.5370216,NH
Jim Gilmore,Belmont,2016-02-09T00:00:00.000Z,No trip details,43.4453558,-71.4778505,NH
Jim Gilmore,Center Harbor,2016-02-09T00:00:00.000Z,No trip details,43.7097831,-71.4604351,NH
Jim Gilmore,Nashua,2016-02-09T00:00:00.000Z,No trip details,42.7653662,-71.467566,NH
Jim Gilmore,Hampton,2016-02-09T00:00:00.000Z,No trip details,43.6148702,-71.63039594,NH
Jim Gilmore,Newington,2016-02-09T00:00:00.000Z,No trip details,43.1000871,-70.8336668,NH
Jim Gilmore,Exeter,2016-02-09T00:00:00.000Z,No trip details,42.981477,-70.9478343,NH
Jim Gilmore,Merrimack,2016-02-09T00:00:00.000Z,No trip details,42.8650864,-71.4934004,NH
Jim Gilmore,Nashua,2016-02-09T00:00:00.000Z,No trip details,42.7653662,-71.467566,NH
Jim Gilmore,Windham,2016-02-09T00:00:00.000Z,No trip details,42.8006441,-71.304229,NH
Jim Gilmore,Manchester,2016-02-09T00:00:00.000Z,No trip details,42.9956397,-71.4547891,NH
Jim Gilmore,Hudson,2016-02-09T00:00:00.000Z,No trip details,42.7654433,-71.4397167,NH
Jim Gilmore,Londonderry,2016-02-09T00:00:00.000Z,No trip details,42.8650869,-71.3739532,NH
Jim Gilmore,Manchester,2016-02-09T00:00:00.000Z,No trip details,42.9956397,-71.4547891,NH
Jim Gilmore,Bedford,2016-02-09T00:00:00.000Z,No trip details,42.9464737,-71.5159015,NH
Ted Cruz,Henniker,2016-02-09T00:00:00.000Z,"Town halls; retail stops; ""Addiction and Recovery"" discussion; WMUR/IJ Review Debate; Tea Party Nation/603 Alliance meet and greet; watch party",43.1798012,-71.822301,NH
Ted Cruz,Hooksett,2016-02-09T00:00:00.000Z,"Town halls; retail stops; ""Addiction and Recovery"" discussion; WMUR/IJ Review Debate; Tea Party Nation/603 Alliance meet and greet; watch party",43.0967495,-71.4650684,NH
Ted Cruz,Goffstown,2016-02-09T00:00:00.000Z,"Town halls; retail stops; ""Addiction and Recovery"" discussion; WMUR/IJ Review Debate; Tea Party Nation/603 Alliance meet and greet; watch party",43.0203609,-71.600349,NH
Ted Cruz,Amherst,2016-02-09T00:00:00.000Z,"Town halls; retail stops; ""Addiction and Recovery"" discussion; WMUR/IJ Review Debate; Tea Party Nation/603 Alliance meet and greet; watch party",42.8642874,-71.6252484,NH
Ted Cruz,Nashua,2016-02-09T00:00:00.000Z,"Town halls; retail stops; ""Addiction and Recovery"" discussion; WMUR/IJ Review Debate; Tea Party Nation/603 Alliance meet and greet; watch party",42.7653662,-71.467566,NH
Ted Cruz,Portsmouth,2016-02-09T00:00:00.000Z,"Town halls; retail stops; ""Addiction and Recovery"" discussion; WMUR/IJ Review Debate; Tea Party Nation/603 Alliance meet and greet; watch party",43.0717552,-70.7625532,NH
Ted Cruz,Hooksett,2016-02-09T00:00:00.000Z,"Town halls; retail stops; ""Addiction and Recovery"" discussion; WMUR/IJ Review Debate; Tea Party Nation/603 Alliance meet and greet; watch party",43.0967495,-71.4650684,NH
Ted Cruz,Weare,2016-02-09T00:00:00.000Z,"Town halls; retail stops; ""Addiction and Recovery"" discussion; WMUR/IJ Review Debate; Tea Party Nation/603 Alliance meet and greet; watch party",43.0948033,-71.7306314,NH
Ted Cruz,Laconia,2016-02-09T00:00:00.000Z,"Town halls; retail stops; ""Addiction and Recovery"" discussion; WMUR/IJ Review Debate; Tea Party Nation/603 Alliance meet and greet; watch party",43.5278546,-71.470351,NH
Ted Cruz,Salem,2016-02-09T00:00:00.000Z,"Town halls; retail stops; ""Addiction and Recovery"" discussion; WMUR/IJ Review Debate; Tea Party Nation/603 Alliance meet and greet; watch party",42.7884226,-71.2008933,NH
Ted Cruz,Manchester,2016-02-09T00:00:00.000Z,"Town halls; retail stops; ""Addiction and Recovery"" discussion; WMUR/IJ Review Debate; Tea Party Nation/603 Alliance meet and greet; watch party",42.9956397,-71.4547891,NH
Ted Cruz,Petersborough,2016-02-09T00:00:00.000Z,"Town halls; retail stops; ""Addiction and Recovery"" discussion; WMUR/IJ Review Debate; Tea Party Nation/603 Alliance meet and greet; watch party",42.8778613,-71.9495237,NH
Ted Cruz,Keene,2016-02-09T00:00:00.000Z,"Town halls; retail stops; ""Addiction and Recovery"" discussion; WMUR/IJ Review Debate; Tea Party Nation/603 Alliance meet and greet; watch party",42.933597,-72.2784264,NH
Ted Cruz,Barrington,2016-02-09T00:00:00.000Z,"Town halls; retail stops; ""Addiction and Recovery"" discussion; WMUR/IJ Review Debate; Tea Party Nation/603 Alliance meet and greet; watch party",43.2228599,-71.0470077,NH
Ted Cruz,Raymond,2016-02-09T00:00:00.000Z,"Town halls; retail stops; ""Addiction and Recovery"" discussion; WMUR/IJ Review Debate; Tea Party Nation/603 Alliance meet and greet; watch party",43.0361961,-71.1833951,NH
Ted Cruz,Hollis,2016-02-09T00:00:00.000Z,"Town halls; retail stops; ""Addiction and Recovery"" discussion; WMUR/IJ Review Debate; Tea Party Nation/603 Alliance meet and greet; watch party",42.7431621,-71.591333,NH
Carly Fiorina,Manchester,2016-02-09T00:00:00.000Z,"""Life of the Party"" event; rallies; town halls; candidate forums; Coffee with Carly; Superbowl party",42.9956397,-71.4547891,NH
Carly Fiorina,Londonderry,2016-02-09T00:00:00.000Z,"""Life of the Party"" event; rallies; town halls; candidate forums; Coffee with Carly; Superbowl party",42.8650869,-71.3739532,NH
Carly Fiorina,Windham,2016-02-09T00:00:00.000Z,"""Life of the Party"" event; rallies; town halls; candidate forums; Coffee with Carly; Superbowl party",42.8006441,-71.304229,NH
Carly Fiorina,Nashua,2016-02-09T00:00:00.000Z,"""Life of the Party"" event; rallies; town halls; candidate forums; Coffee with Carly; Superbowl party",42.7653662,-71.467566,NH
Carly Fiorina,Rindge,2016-02-09T00:00:00.000Z,"""Life of the Party"" event; rallies; town halls; candidate forums; Coffee with Carly; Superbowl party",42.7511964,-72.0098021,NH
Carly Fiorina,Nashua,2016-02-09T00:00:00.000Z,"""Life of the Party"" event; rallies; town halls; candidate forums; Coffee with Carly; Superbowl party",42.7653662,-71.467566,NH
Carly Fiorina,Manchester,2016-02-09T00:00:00.000Z,"""Life of the Party"" event; rallies; town halls; candidate forums; Coffee with Carly; Superbowl party",42.9956397,-71.4547891,NH
Carly Fiorina,Merrimack,2016-02-09T00:00:00.000Z,"""Life of the Party"" event; rallies; town halls; candidate forums; Coffee with Carly; Superbowl party",42.8650864,-71.4934004,NH
Carly Fiorina,Goffstown,2016-02-09T00:00:00.000Z,"""Life of the Party"" event; rallies; town halls; candidate forums; Coffee with Carly; Superbowl party",43.0203609,-71.600349,NH
Carly Fiorina,Keene,2016-02-09T00:00:00.000Z,"""Life of the Party"" event; rallies; town halls; candidate forums; Coffee with Carly; Superbowl party",42.933597,-72.2784264,NH
Carly Fiorina,Bedford,2016-02-09T00:00:00.000Z,"""Life of the Party"" event; rallies; town halls; candidate forums; Coffee with Carly; Superbowl party",42.9464737,-71.5159015,NH
Bernie Sanders,Keene,2016-02-09T00:00:00.000Z,Rallies; CNN town hall; MSNBC debate; Politics and Eggs; Watch party,42.933597,-72.2784264,NH
Bernie Sanders,Claremont,2016-02-09T00:00:00.000Z,Rallies; CNN town hall; MSNBC debate; Politics and Eggs; Watch party,43.3767402,-72.3467561,NH
Bernie Sanders,Derry,2016-02-09T00:00:00.000Z,Rallies; CNN town hall; MSNBC debate; Politics and Eggs; Watch party,42.8808677,-71.3264492,NH
Bernie Sanders,Rochester,2016-02-09T00:00:00.000Z,Rallies; CNN town hall; MSNBC debate; Politics and Eggs; Watch party,43.3050631,-70.9753629,NH
Bernie Sanders,Manchester,2016-02-09T00:00:00.000Z,Rallies; CNN town hall; MSNBC debate; Politics and Eggs; Watch party,42.9956397,-71.4547891,NH
Bernie Sanders,Exeter,2016-02-09T00:00:00.000Z,Rallies; CNN town hall; MSNBC debate; Politics and Eggs; Watch party,42.981477,-70.9478343,NH
Bernie Sanders,Rindge,2016-02-09T00:00:00.000Z,Rallies; CNN town hall; MSNBC debate; Politics and Eggs; Watch party,42.7511964,-72.0098021,NH
Bernie Sanders,Portsmouth,2016-02-09T00:00:00.000Z,Rallies; CNN town hall; MSNBC debate; Politics and Eggs; Watch party,43.0717552,-70.7625532,NH
Bernie Sanders,Nashua,2016-02-09T00:00:00.000Z,Rallies; CNN town hall; MSNBC debate; Politics and Eggs; Watch party,42.7653662,-71.467566,NH
Bernie Sanders,Durham,2016-02-09T00:00:00.000Z,Rallies; CNN town hall; MSNBC debate; Politics and Eggs; Watch party,43.1340949,-70.9265127,NH
Marco Rubio,Exeter,2016-02-09T00:00:00.000Z,Rally; factory tour; town halls,42.981477,-70.9478343,NH
Marco Rubio,Bow,2016-02-09T00:00:00.000Z,Rally; factory tour; town halls,43.1327298,-71.548699,NH
Marco Rubio,Pittsfield,2016-02-09T00:00:00.000Z,Rally; factory tour; town halls,43.3059138,-71.324234,NH
Marco Rubio,Laconia,2016-02-09T00:00:00.000Z,Rally; factory tour; town halls,43.5278546,-71.470351,NH
Marco Rubio,Dover,2016-02-09T00:00:00.000Z,Rally; factory tour; town halls,43.198057,-70.8739158,NH
Marco Rubio,Portsmouth,2016-02-09T00:00:00.000Z,Rally; factory tour; town halls,43.0717552,-70.7625532,NH
Marco Rubio,Stratham,2016-02-09T00:00:00.000Z,Rally; factory tour; town halls,43.015056,-70.89991148,NH
Marco Rubio,Manchester,2016-02-09T00:00:00.000Z,Rally; factory tour; town halls,42.9956397,-71.4547891,NH
